projectname,Abstract,origin_label,datasetname
hbase,looks good this should configuration long maxrowsize below totalreadsize getrowlength totalreadsize throw new size row maxrowsize but row bigger than that bit pain having above suppose should add getsize cellutils could that another patch was also thinking what cell offheap but then above probably fine still because while offheap server client may not and rowsize likely larger than can swallow oome,yes,ds-01-issue
513993385,there should some guidance minimum versions run vignette when describing installation,yes,ds-04-R-issue
chromium,reproducible with official build,no,ds-01-issue
hadoop,thank you patch would you mind import beginning this file and replace with,no,ds-01-issue
chromium,reproducible official build dev selecting autofill profile from drop down suggestions create gmail account form facebook sign form etc form fields are not filled and tab hangs unresponsive tab dialog seen after sometime,no,ds-01-issue
thrift,patch fix problem,no,ds-01-issue
thrift,its socket option that havent made configurable yet and sometimes you need,yes,ds-01-issue
hbase,can not this via ? having perftest driver might good see that way know easily where look perf testing ? instead looking different classes ?,no,ds-01-issue
hbase,change regionscannerimpl deal with cell instead byte int int,no,ds-01-issue
camel,claus aware apache commons net topcoders nntp client jscape but think apache commons way imho camel component basic features must include caching retrieving only new articles from server and save them locally stateful each routing configuration can remember messages already received dont know its too ventured say this but think search engines like nutch must migrate esb eip concept you want build nntp search engine you just connect your nntp connector system indexer,no,ds-01-issue
hbase,ive documented settings reference guide unfortunately surefire settings changed and its not perfectly documented see hbase how use them hence risk doing something that will have redone very soon,yes,ds-01-issue
300349152,think second biggest opportunity naming functions methods and perhaps even classes involved here,yes,ds-04-R-issue
hbase,add type support,no,ds-01-issue
chromium,yeah know question was whether moles toolstrips will disabled all platforms mac only and youve answered thanks !,no,ds-01-issue
camel,taken some experiments,no,ds-01-issue
hbase,please update release note thanks,yes,ds-01-issue
